credit_id,customer_id,credit_type,principal_amount,outstanding_balance,interest_rate,disbursement_date,maturity_date,collectibility,branch_code,status
5243,2086,Auto Loan,243842398,3894715,6.57,2023-04-04,2025-12-06,CURRENT,YGY01,CLOSED
5244,7165,Credit Card,131992162,89858796,22.36,2018-10-18,2026-04-27,CURRENT,SMG01,ACTIVE
5245,9802,Auto Loan,402496986,309426861,9.57,2019-01-06,2028-07-20,SPECIAL_MENTION,MDN01,ACTIVE
5246,9097,Credit Card,77901837,781653,19.45,2023-08-04,2025-12-18,CURRENT,MDN01,CLOSED
5247,9874,Personal Loan,90189429,900448,11.88,2024-09-09,2026-03-15,CURRENT,JKT01,CLOSED
5248,3053,Mortgage,1764938563,1365369621,9.71,2019-12-10,2033-11-22,CURRENT,JKT01,ACTIVE
5249,5391,Personal Loan,119149435,1324972,10.48,2024-07-15,2025-12-01,CURRENT,JKT01,CLOSED
5250,500,Personal Loan,64896042,156008,9.06,2022-12-21,2026-02-28,CURRENT,JKT01,CLOSED
5251,2876,Credit Card,75977683,31495194,19.52,2022-03-04,2028-08-31,CURRENT,SMG01,ACTIVE
5252,1249,Personal Loan,93378928,38568193,15.33,2021-05-27,2028-09-15,CURRENT,MDN01,ACTIVE
5253,675,Mortgage,958176517,586840724,8.31,2017-12-08,2029-03-07,CURRENT,BDG01,ACTIVE
5254,5429,Credit Card,42602856,22640370,22.41,2020-12-26,2028-01-14,CURRENT,SBY01,ACTIVE
5255,8471,Personal Loan,101479936,53007257,15.21,2019-03-17,2026-12-10,CURRENT,BDG01,ACTIVE
5256,2990,Working Capital,1267987800,782733625,13.78,2019-01-21,2026-07-11,SPECIAL_MENTION,SMG01,ACTIVE
5257,4649,Mortgage,1101747718,422116002,6.2,2023-05-18,2042-11-02,CURRENT,JKT02,ACTIVE
5258,9503,Credit Card,26857787,17741510,22.37,2017-01-09,2027-11-19,CURRENT,YGY01,ACTIVE
5259,8674,Auto Loan,317081894,88290418,6.75,2025-03-04,2027-05-10,CURRENT,SMG01,ACTIVE
5260,3315,Auto Loan,279976164,197824720,6.41,2019-03-31,2027-03-30,CURRENT,SBY01,ACTIVE
5261,5865,Working Capital,1514249205,1211104566,11.28,2022-07-01,2027-08-03,SUBSTANDARD,JKT02,RESTRUCTURED
5262,572,Personal Loan,345305981,192550797,13.32,2018-05-18,2027-10-19,CURRENT,MDN01,ACTIVE
5263,8753,Personal Loan,86967349,75708484,12.21,2023-07-18,2027-07-11,SUBSTANDARD,BDG01,RESTRUCTURED
5264,2300,Mortgage,756272870,361081967,5.75,2021-08-30,2039-01-02,CURRENT,YGY01,ACTIVE
5265,6454,Auto Loan,442111942,365687289,11.14,2021-09-08,2028-10-07,CURRENT,BDG01,ACTIVE
5266,4379,Credit Card,110680298,45081171,22.84,2025-09-09,2029-07-21,CURRENT,SMG01,ACTIVE
5267,1606,Credit Card,18346595,5625377,22.45,2022-09-27,2027-12-19,CURRENT,SMG01,ACTIVE
5268,544,Credit Card,133173590,65133249,18.44,2019-07-13,2027-01-06,CURRENT,JKT01,ACTIVE
5269,8167,Working Capital,1126835615,702303617,8.44,2024-08-20,2031-07-10,CURRENT,SBY01,ACTIVE
5270,9953,Auto Loan,366566122,266695331,7.81,2024-05-26,2026-09-23,CURRENT,YGY01,ACTIVE
5271,1073,Mortgage,1909155693,983743347,8.07,2016-06-10,2031-02-22,SPECIAL_MENTION,YGY01,RESTRUCTURED
5272,6073,Personal Loan,77695498,44560090,9.49,2019-05-21,2026-05-16,SPECIAL_MENTION,MDN01,RESTRUCTURED
5273,912,Personal Loan,299442671,7046829,15.93,2017-02-01,2019-05-04,CURRENT,JKT01,CLOSED
5274,9018,Working Capital,2026733388,42794317,13.36,2017-11-26,2022-12-09,CURRENT,MDN01,CLOSED
5275,6888,Mortgage,509500934,269974,7.68,2025-06-09,2025-12-19,CURRENT,JKT01,CLOSED
5276,5184,Mortgage,327650305,244071242,8.1,2016-07-13,2030-08-18,CURRENT,YGY01,ACTIVE
5277,5238,Auto Loan,449503152,374462471,10.15,2016-08-13,2028-01-01,CURRENT,JKT01,ACTIVE
5278,3384,Mortgage,555622452,337365572,9.55,2024-08-21,2042-12-10,CURRENT,SMG01,ACTIVE
5279,4089,Mortgage,686305281,480483928,7.19,2024-07-15,2031-09-09,CURRENT,JKT02,ACTIVE
5280,6269,Mortgage,680362269,15379774,6.58,2025-07-28,2025-12-08,CURRENT,BDG01,CLOSED
5281,7752,Mortgage,1644301664,23904011,7.01,2021-01-18,2026-03-01,CURRENT,SBY01,CLOSED
5282,2599,Personal Loan,233948166,88875333,8.52,2021-08-03,2028-08-28,CURRENT,BDG01,ACTIVE
5283,5278,Credit Card,31797831,26439955,18.79,2021-02-04,2027-04-21,CURRENT,JKT02,ACTIVE
5284,4017,Personal Loan,110669257,90741002,13.75,2023-01-16,2027-10-02,SUBSTANDARD,JKT02,ACTIVE
5285,6960,Personal Loan,104983777,92670076,10.96,2025-06-15,2029-10-14,CURRENT,JKT02,ACTIVE
5286,198,Working Capital,249519450,90933378,8.41,2016-04-20,2028-08-15,CURRENT,JKT02,ACTIVE
5287,5398,Mortgage,721762813,550140398,7.2,2025-05-06,2037-11-29,SUBSTANDARD,JKT01,RESTRUCTURED
5288,4508,Auto Loan,148249910,46913460,8.79,2022-01-10,2028-05-22,SPECIAL_MENTION,YGY01,ACTIVE
5289,869,Auto Loan,421554416,329099232,7.76,2023-07-06,2030-05-17,CURRENT,SMG01,ACTIVE
5290,4539,Personal Loan,63009989,44861374,14.25,2023-04-18,2030-12-31,CURRENT,BDG01,ACTIVE
5291,4984,Working Capital,1368501951,694710344,12.29,2023-07-25,2029-01-29,CURRENT,SBY01,ACTIVE
5292,8176,Mortgage,546284450,230363906,9.98,2018-10-10,2031-01-03,CURRENT,JKT01,RESTRUCTURED
5293,9448,Working Capital,960956907,516124515,11.95,2025-11-02,2027-07-11,CURRENT,SBY01,ACTIVE
5294,2275,Credit Card,153402382,90647015,17.59,2016-10-17,2027-10-08,CURRENT,JKT01,ACTIVE
5295,9754,Mortgage,955907213,861018085,5.55,2020-09-12,2026-10-14,CURRENT,SMG01,ACTIVE
5296,9492,Mortgage,1120970187,614246725,7.2,2025-11-26,2034-02-02,CURRENT,BDG01,ACTIVE
5297,1918,Mortgage,1269578779,18325919,8.03,2024-08-30,2026-02-19,CURRENT,SMG01,CLOSED
5298,9969,Personal Loan,50134190,43429051,9.86,2022-05-01,2028-09-18,CURRENT,BDG01,ACTIVE
5299,9651,Mortgage,1016943107,834347690,9.72,2023-02-26,2039-05-13,CURRENT,JKT01,ACTIVE
5300,2821,Mortgage,997546741,887958496,6.01,2019-12-24,2038-06-05,CURRENT,SMG01,ACTIVE
5301,1947,Credit Card,20384005,215517,21.35,2019-03-21,2024-02-28,CURRENT,SMG01,CLOSED
5302,8506,Credit Card,24028663,13788571,21.47,2020-09-09,2028-04-03,CURRENT,JKT01,ACTIVE
5303,5119,Auto Loan,201721314,94000659,6.53,2022-08-06,2027-03-19,CURRENT,BDG01,ACTIVE
5304,295,Personal Loan,149071376,123486764,14.23,2021-02-05,2026-04-29,CURRENT,SBY01,ACTIVE
5305,2881,Mortgage,897071151,276265395,8.8,2020-12-24,2037-09-24,CURRENT,BDG01,ACTIVE
5306,9200,Mortgage,1210245131,633779124,7.79,2021-12-10,2039-11-14,CURRENT,BDG01,ACTIVE
5307,4719,Working Capital,675188681,397070140,8.88,2026-01-13,2029-12-23,CURRENT,BDG01,ACTIVE
5308,6776,Working Capital,2164860967,4451194,13.34,2024-01-25,2025-08-24,CURRENT,MDN01,CLOSED
5309,1676,Mortgage,724215926,454906923,6.45,2024-02-05,2037-09-18,SPECIAL_MENTION,MDN01,RESTRUCTURED
5310,8516,Personal Loan,113048641,39104655,13.5,2018-12-17,2027-04-10,CURRENT,YGY01,RESTRUCTURED
5311,9643,Credit Card,37807029,30197694,22.99,2022-12-07,2028-03-01,SUBSTANDARD,YGY01,ACTIVE
5312,1492,Auto Loan,242023873,168576002,8.0,2023-08-18,2031-03-09,CURRENT,SMG01,ACTIVE
5313,7895,Credit Card,30946791,22386581,22.15,2016-04-02,2026-06-17,CURRENT,SMG01,ACTIVE
5314,7808,Mortgage,1328356021,833488371,7.38,2018-09-12,2028-04-26,CURRENT,MDN01,ACTIVE
5315,4927,Working Capital,1947546199,1228683294,8.52,2017-09-12,2028-03-25,SPECIAL_MENTION,YGY01,ACTIVE
5316,8492,Personal Loan,94702660,51637925,10.32,2020-02-09,2026-03-26,SPECIAL_MENTION,JKT02,ACTIVE
5317,9458,Credit Card,20870562,7325028,19.14,2017-12-19,2027-01-19,CURRENT,JKT01,ACTIVE
5318,5042,Mortgage,1017954722,683200252,8.73,2020-03-10,2028-11-25,SPECIAL_MENTION,SBY01,ACTIVE
5319,1773,Credit Card,137481246,99828661,19.31,2025-08-24,2027-04-22,SPECIAL_MENTION,BDG01,ACTIVE
5320,3086,Personal Loan,103138935,67892283,9.64,2025-12-13,2029-08-18,CURRENT,JKT02,ACTIVE
5321,4983,Auto Loan,210744834,1693648,9.61,2025-02-12,2026-02-17,CURRENT,BDG01,CLOSED
5322,249,Mortgage,1645099420,1177007364,8.1,2023-02-09,2038-10-19,CURRENT,BDG01,ACTIVE
5323,340,Personal Loan,53214295,48649695,10.47,2018-03-16,2026-07-06,CURRENT,SBY01,ACTIVE
5324,4123,Auto Loan,102515420,66792458,10.29,2022-03-19,2026-12-02,SPECIAL_MENTION,SMG01,ACTIVE
5325,2557,Mortgage,1030027493,304067855,8.93,2018-10-16,2034-01-20,CURRENT,MDN01,ACTIVE
5326,2081,Personal Loan,391136236,224639220,11.01,2025-06-05,2027-10-07,SPECIAL_MENTION,JKT01,RESTRUCTURED
5327,3376,Mortgage,640431426,148500643,5.37,2023-07-28,2032-05-09,CURRENT,JKT02,ACTIVE
5328,6896,Personal Loan,96199826,66576172,13.55,2022-10-19,2030-03-07,DOUBTFUL,JKT01,ACTIVE
5329,62,Working Capital,720994064,321354439,9.61,2018-11-01,2027-12-03,CURRENT,JKT02,ACTIVE
5330,9570,Mortgage,1221622551,825163276,5.61,2021-05-02,2034-07-27,CURRENT,JKT02,ACTIVE
5331,4765,Credit Card,87006852,73234678,21.11,2016-01-31,2026-05-12,DOUBTFUL,YGY01,ACTIVE
5332,3851,Mortgage,2119398983,1159925887,5.52,2021-09-13,2036-12-29,CURRENT,JKT02,ACTIVE
5333,2844,Mortgage,518105715,333154352,6.81,2021-10-29,2028-10-12,CURRENT,YGY01,ACTIVE
5334,7701,Credit Card,79997660,64900274,18.44,2025-04-07,2026-06-11,CURRENT,JKT02,ACTIVE
5335,9433,Mortgage,907721493,671853133,9.61,2021-06-14,2036-06-18,CURRENT,BDG01,ACTIVE
5336,8656,Credit Card,24071734,13135166,21.32,2024-12-20,2027-04-12,CURRENT,SBY01,ACTIVE
5337,2231,Credit Card,128592012,32587169,22.37,2016-07-10,2028-04-28,CURRENT,JKT02,ACTIVE
5338,3351,Credit Card,30829249,28307581,22.38,2025-11-23,2027-01-30,CURRENT,SMG01,ACTIVE
5339,2267,Credit Card,86060230,54483554,19.7,2022-12-15,2027-07-27,CURRENT,JKT01,ACTIVE
5340,8860,Mortgage,977219501,792638992,10.59,2024-03-04,2041-12-27,DOUBTFUL,YGY01,ACTIVE
5341,2889,Personal Loan,121896176,77622840,14.01,2019-06-10,2026-04-14,CURRENT,JKT02,ACTIVE
5342,7013,Working Capital,413529619,319152158,11.88,2017-01-05,2027-07-01,CURRENT,SBY01,ACTIVE
5343,7939,Personal Loan,74568615,57235555,17.46,2016-07-23,2026-12-30,CURRENT,MDN01,ACTIVE
5344,2411,Credit Card,71255371,48806242,22.84,2022-03-23,2026-09-16,CURRENT,JKT01,ACTIVE
5345,2014,Personal Loan,76256753,63102125,8.7,2024-03-04,2030-06-05,CURRENT,SMG01,ACTIVE
5346,9234,Mortgage,533786340,275962920,5.1,2020-03-19,2029-08-13,CURRENT,MDN01,ACTIVE
5347,7319,Mortgage,1409699475,1066795216,6.2,2020-12-14,2031-09-09,CURRENT,SBY01,ACTIVE
5348,6001,Personal Loan,53192090,38861568,8.81,2016-03-23,2026-11-27,SPECIAL_MENTION,YGY01,ACTIVE
5349,5201,Working Capital,425879733,318060827,11.75,2021-04-07,2028-03-22,CURRENT,JKT01,ACTIVE
5350,861,Mortgage,1137104942,757603047,7.21,2018-02-24,2026-04-30,CURRENT,MDN01,ACTIVE
5351,9098,Auto Loan,549189484,315941198,9.19,2020-05-18,2027-05-18,SPECIAL_MENTION,JKT02,ACTIVE
5352,4302,Credit Card,115389646,2110906,20.5,2018-05-13,2019-12-13,CURRENT,YGY01,CLOSED
5353,3551,Personal Loan,90569386,86065254,12.45,2019-06-05,2026-09-27,CURRENT,BDG01,ACTIVE
5354,7388,Personal Loan,260069870,3498869,15.68,2023-05-09,2025-12-23,CURRENT,MDN01,CLOSED
5355,3396,Personal Loan,108147279,69073855,10.0,2020-07-15,2026-10-23,CURRENT,YGY01,ACTIVE
5356,4670,Personal Loan,31339201,21868866,11.08,2017-05-28,2026-08-03,CURRENT,SMG01,ACTIVE
5357,7724,Credit Card,92861765,1471112,23.33,2017-06-04,2020-03-08,CURRENT,MDN01,CLOSED
5358,7969,Auto Loan,330051570,235202756,8.87,2018-10-05,2027-04-12,SPECIAL_MENTION,MDN01,ACTIVE
5359,9592,Personal Loan,96635983,38337178,12.51,2020-03-26,2028-06-20,CURRENT,SMG01,ACTIVE
5360,5462,Working Capital,569754474,360105354,8.98,2023-08-07,2028-05-01,CURRENT,SBY01,ACTIVE
5361,6173,Working Capital,280400233,2565657,11.84,2022-12-22,2024-06-27,CURRENT,JKT01,CLOSED
5362,5593,Credit Card,99618505,53745121,22.51,2022-07-07,2027-12-24,CURRENT,BDG01,ACTIVE
5363,3007,Mortgage,351336323,213300322,9.72,2024-08-26,2031-11-07,CURRENT,SBY01,ACTIVE
5364,6990,Credit Card,128830279,100238100,18.64,2023-10-06,2027-11-03,CURRENT,SMG01,ACTIVE
5365,678,Credit Card,144589848,892701,17.91,2018-10-14,2019-12-01,CURRENT,SMG01,CLOSED
5366,6871,Credit Card,32161266,23364845,21.55,2017-07-10,2027-04-24,CURRENT,MDN01,ACTIVE
5367,42,Auto Loan,269199506,149712117,8.83,2022-10-11,2030-03-25,SPECIAL_MENTION,JKT02,ACTIVE
5368,5726,Personal Loan,114256581,63126978,11.0,2018-07-03,2026-05-27,SUBSTANDARD,JKT02,ACTIVE
5369,3989,Credit Card,58037092,30982763,18.29,2026-01-20,2027-05-26,SPECIAL_MENTION,YGY01,RESTRUCTURED
5370,4533,Mortgage,1191171022,719159997,5.95,2022-06-13,2039-03-07,CURRENT,SBY01,ACTIVE
5371,5665,Personal Loan,66065397,41926491,16.48,2018-05-16,2026-06-30,CURRENT,MDN01,ACTIVE
5372,1827,Credit Card,51263403,1408538,21.96,2021-06-11,2023-11-14,CURRENT,SBY01,CLOSED
5373,476,Mortgage,718998222,12593473,7.77,2023-05-02,2026-03-01,CURRENT,SMG01,CLOSED
5374,2975,Auto Loan,116597141,66483113,8.79,2022-08-14,2027-02-17,CURRENT,SMG01,ACTIVE
5375,1564,Credit Card,30545557,329957,22.88,2026-02-15,2026-02-18,CURRENT,JKT01,CLOSED
5376,981,Auto Loan,244531135,130306097,10.67,2018-03-25,2028-04-20,CURRENT,JKT02,ACTIVE
5377,2228,Working Capital,227849610,198022740,7.61,2017-06-14,2028-08-07,CURRENT,JKT01,ACTIVE
5378,8677,Credit Card,36647152,32053186,22.46,2021-01-26,2028-06-10,CURRENT,JKT02,ACTIVE
5379,3227,Mortgage,1040365054,640568839,8.81,2023-06-17,2041-10-14,CURRENT,BDG01,ACTIVE
5380,631,Credit Card,65358659,37771547,23.32,2026-02-07,2028-01-21,CURRENT,YGY01,ACTIVE
5381,6180,Mortgage,872973311,476120783,10.18,2023-04-22,2042-01-20,CURRENT,SBY01,ACTIVE
5382,1642,Personal Loan,77184428,65154817,15.05,2017-04-29,2026-08-04,CURRENT,BDG01,ACTIVE
5383,6696,Working Capital,794933558,529716997,9.58,2023-02-12,2030-01-14,DOUBTFUL,SBY01,ACTIVE
5384,3203,Credit Card,122942735,983426,20.66,2025-08-04,2025-12-17,CURRENT,MDN01,CLOSED
5385,9342,Auto Loan,126663202,73568447,10.74,2016-01-28,2027-11-19,CURRENT,JKT02,ACTIVE
5386,1272,Personal Loan,126985078,75834171,8.88,2016-10-26,2027-01-13,CURRENT,YGY01,ACTIVE
5387,8480,Working Capital,1001784094,710603630,13.26,2024-06-02,2026-05-03,CURRENT,YGY01,ACTIVE
5388,130,Auto Loan,232429553,152308677,9.1,2022-07-22,2026-10-06,CURRENT,JKT02,ACTIVE
5389,542,Auto Loan,287196370,143463472,7.99,2021-08-09,2027-12-12,SPECIAL_MENTION,SBY01,ACTIVE
5390,9885,Auto Loan,194775761,100901032,6.82,2016-01-09,2028-02-01,CURRENT,YGY01,ACTIVE
5391,6680,Working Capital,1383183610,1108418918,10.8,2024-12-17,2031-07-23,SUBSTANDARD,MDN01,ACTIVE
5392,9070,Personal Loan,177568463,111759105,15.34,2016-02-06,2027-03-27,DOUBTFUL,SBY01,RESTRUCTURED
5393,7942,Mortgage,969233760,827111264,9.8,2017-11-12,2030-08-11,SUBSTANDARD,SMG01,ACTIVE
5394,2081,Mortgage,1814616917,978843304,9.14,2016-12-14,2027-05-09,CURRENT,JKT01,ACTIVE
5395,8253,Mortgage,1644471785,1365983888,5.2,2025-03-31,2043-07-19,CURRENT,SBY01,ACTIVE
5396,5810,Mortgage,401314811,243409632,7.66,2026-01-01,2045-03-06,CURRENT,SMG01,ACTIVE
5397,9681,Mortgage,1143753044,526068471,7.32,2022-11-18,2029-07-16,CURRENT,YGY01,ACTIVE
5398,1326,Working Capital,231079361,154640113,12.66,2019-10-05,2027-01-01,SPECIAL_MENTION,JKT02,ACTIVE
5399,7391,Mortgage,2067981308,1503658452,5.76,2021-09-30,2030-05-24,SUBSTANDARD,JKT01,ACTIVE
5400,6259,Personal Loan,89279159,707719,11.74,2024-04-03,2026-01-30,CURRENT,YGY01,CLOSED
5401,1200,Working Capital,267780416,109663859,9.43,2017-06-15,2027-10-19,CURRENT,MDN01,ACTIVE
5402,1119,Mortgage,666422397,353533611,9.88,2023-12-17,2031-12-25,CURRENT,BDG01,RESTRUCTURED
5403,6042,Personal Loan,146474976,103213261,11.14,2016-05-26,2026-12-22,CURRENT,SMG01,ACTIVE
5404,4613,Personal Loan,147114089,106180491,8.36,2019-10-26,2026-11-16,SPECIAL_MENTION,SBY01,ACTIVE
5405,7846,Working Capital,1016524607,716447267,10.73,2022-09-10,2026-09-03,CURRENT,JKT02,ACTIVE
5406,7845,Mortgage,1028901114,573741765,10.17,2018-03-19,2033-01-20,SPECIAL_MENTION,JKT02,ACTIVE
5407,6560,Working Capital,2060305661,1368493402,8.47,2023-07-15,2027-03-11,CURRENT,JKT02,ACTIVE
5408,5064,Personal Loan,263961380,180084573,14.37,2022-04-12,2027-05-19,CURRENT,JKT01,ACTIVE
5409,8890,Personal Loan,268555636,171767573,13.41,2025-01-13,2032-02-23,DOUBTFUL,SMG01,RESTRUCTURED
5410,1451,Mortgage,607283878,457474186,7.19,2022-07-07,2036-01-09,SUBSTANDARD,SMG01,ACTIVE
5411,6246,Auto Loan,170468877,134581520,6.93,2016-03-22,2027-08-20,CURRENT,SBY01,ACTIVE
5412,886,Working Capital,2242394968,1110397503,9.78,2024-08-04,2027-10-20,CURRENT,YGY01,ACTIVE
5413,9153,Mortgage,1396981101,764623275,5.7,2021-04-09,2037-07-12,CURRENT,SBY01,ACTIVE
5414,2682,Personal Loan,404570259,205053653,16.11,2022-05-04,2028-06-15,CURRENT,BDG01,ACTIVE
5415,6220,Auto Loan,272685174,143461876,6.0,2022-07-28,2027-10-09,CURRENT,JKT02,ACTIVE
5416,2207,Working Capital,1121084048,850178463,12.28,2025-05-20,2028-05-06,SPECIAL_MENTION,SMG01,RESTRUCTURED
5417,8406,Personal Loan,301748070,231660784,11.92,2021-09-02,2026-11-23,CURRENT,SMG01,ACTIVE
5418,5920,Credit Card,80287884,50198464,20.1,2016-06-24,2027-03-26,CURRENT,JKT02,ACTIVE
5419,4854,Mortgage,1781087033,1440126,9.68,2023-05-17,2025-12-27,CURRENT,MDN01,CLOSED
5420,734,Working Capital,1035371881,453798632,8.68,2021-11-27,2027-05-20,CURRENT,SMG01,ACTIVE
5421,1005,Credit Card,117580875,101346148,22.16,2025-01-31,2029-03-27,CURRENT,SMG01,ACTIVE
5422,103,Mortgage,585985406,166453261,10.18,2017-12-24,2026-12-31,CURRENT,SBY01,ACTIVE
5423,6760,Mortgage,2093769188,1263504788,6.59,2018-12-05,2036-06-10,CURRENT,BDG01,ACTIVE
5424,3025,Working Capital,757546204,560892149,11.85,2023-09-12,2026-07-08,CURRENT,JKT02,ACTIVE
5425,3035,Personal Loan,47954595,1320893,11.56,2018-08-06,2024-06-15,CURRENT,YGY01,CLOSED
5426,1975,Mortgage,1413250876,572562085,8.18,2020-03-05,2033-03-06,CURRENT,SMG01,ACTIVE
5427,438,Mortgage,1754475476,790367771,5.91,2022-05-05,2027-12-11,CURRENT,YGY01,ACTIVE
5428,7323,Working Capital,1674278127,1231298435,9.91,2019-11-11,2028-01-09,CURRENT,YGY01,ACTIVE
5429,3061,Personal Loan,160388320,99203069,16.92,2023-06-23,2027-02-12,DOUBTFUL,BDG01,RESTRUCTURED
5430,8573,Credit Card,79792213,35631615,21.49,2020-06-04,2028-05-23,SPECIAL_MENTION,YGY01,RESTRUCTURED
5431,4020,Auto Loan,570309531,345711489,6.76,2016-05-18,2026-08-20,CURRENT,JKT01,ACTIVE
5432,1061,Mortgage,727245800,206857359,6.21,2020-01-06,2029-08-10,CURRENT,YGY01,ACTIVE
5433,5611,Auto Loan,434834838,359957748,6.86,2016-09-22,2027-10-24,CURRENT,MDN01,ACTIVE
5434,3394,Credit Card,68496306,331609,19.43,2025-12-15,2026-02-12,CURRENT,JKT02,CLOSED
5435,7784,Personal Loan,157404822,94243798,12.28,2024-04-08,2030-05-17,DOUBTFUL,JKT01,ACTIVE
5436,434,Mortgage,716559033,437978718,8.22,2021-06-21,2036-02-02,CURRENT,BDG01,ACTIVE
5437,4274,Credit Card,53205293,15711078,22.02,2021-12-10,2026-11-01,CURRENT,BDG01,ACTIVE
5438,3732,Mortgage,401724328,246937427,9.22,2017-05-23,2031-08-02,CURRENT,MDN01,ACTIVE
5439,9532,Working Capital,439123463,333016871,11.95,2026-01-29,2028-08-20,DOUBTFUL,JKT01,ACTIVE
5440,9985,Auto Loan,509832637,1065845,7.13,2016-05-16,2019-04-15,CURRENT,SBY01,CLOSED
5441,7744,Mortgage,453902466,295543492,7.46,2020-02-20,2034-08-01,CURRENT,BDG01,ACTIVE
5442,933,Mortgage,1781606479,1279307289,6.57,2022-02-18,2037-07-29,CURRENT,BDG01,ACTIVE
5443,8370,Credit Card,79632146,34539119,18.13,2023-06-12,2026-10-16,CURRENT,SBY01,ACTIVE
5444,9726,Working Capital,814745485,623757009,13.65,2020-10-01,2026-12-20,SUBSTANDARD,JKT01,ACTIVE
5445,7065,Working Capital,1121871841,856296374,10.14,2018-08-23,2026-04-28,CURRENT,YGY01,ACTIVE
5446,1115,Mortgage,672739566,364807373,8.82,2016-05-06,2036-02-15,SPECIAL_MENTION,YGY01,ACTIVE
5447,8788,Working Capital,1618714532,1122095161,11.48,2021-07-14,2026-07-14,CURRENT,BDG01,ACTIVE
5448,3950,Working Capital,422262501,344000972,9.94,2017-11-06,2027-06-11,CURRENT,JKT02,ACTIVE
5449,735,Auto Loan,265715836,79307538,9.39,2018-06-21,2027-06-22,CURRENT,SBY01,ACTIVE
5450,1548,Mortgage,645373603,168956203,7.31,2025-06-12,2037-10-19,CURRENT,JKT02,ACTIVE
5451,141,Credit Card,215902527,119236666,17.49,2018-10-24,2027-04-15,CURRENT,BDG01,ACTIVE
5452,5460,Mortgage,611451683,1212549,9.32,2025-03-03,2026-03-14,CURRENT,SBY01,CLOSED
5453,328,Credit Card,17592954,16957212,18.61,2021-04-12,2028-05-04,CURRENT,SMG01,ACTIVE
5454,3905,Personal Loan,144472540,122667132,11.31,2022-10-23,2028-08-03,CURRENT,BDG01,ACTIVE
5455,5489,Credit Card,36945821,20985032,23.31,2023-09-26,2027-04-21,CURRENT,YGY01,ACTIVE
5456,2660,Credit Card,28909587,24194221,19.22,2017-05-13,2027-05-28,CURRENT,BDG01,ACTIVE
5457,40,Credit Card,43864292,21679342,19.63,2020-02-16,2026-05-06,CURRENT,SBY01,ACTIVE
5458,8636,Personal Loan,279668639,172157698,12.37,2020-04-19,2028-01-22,CURRENT,SBY01,ACTIVE
5459,7550,Credit Card,46277499,28483314,22.04,2025-04-09,2030-03-29,CURRENT,SBY01,RESTRUCTURED
5460,8817,Working Capital,1350712598,816383919,8.83,2017-06-08,2028-05-28,SPECIAL_MENTION,JKT02,ACTIVE
5461,1575,Working Capital,1097633106,773606098,9.71,2021-12-19,2026-11-07,CURRENT,BDG01,ACTIVE
5462,4276,Mortgage,445258955,289391482,7.56,2017-02-09,2033-06-12,SPECIAL_MENTION,YGY01,ACTIVE
5463,5209,Personal Loan,141798996,94058890,16.09,2021-11-29,2027-11-02,SPECIAL_MENTION,MDN01,ACTIVE
5464,4258,Auto Loan,255603105,202819305,9.72,2021-05-16,2027-02-21,CURRENT,JKT02,ACTIVE
5465,9710,Mortgage,556280243,464566723,9.16,2021-12-19,2033-03-29,CURRENT,SMG01,ACTIVE
5466,2567,Auto Loan,274212924,196689129,11.09,2019-03-06,2026-09-05,CURRENT,YGY01,ACTIVE
5467,3712,Personal Loan,347209815,223843775,15.69,2019-01-18,2028-08-26,CURRENT,JKT01,ACTIVE
5468,3634,Auto Loan,287747953,190672491,7.74,2023-05-15,2027-05-13,CURRENT,JKT01,ACTIVE
5469,9737,Auto Loan,331329909,237833884,7.88,2024-11-15,2029-07-28,CURRENT,MDN01,ACTIVE
5470,7564,Personal Loan,65867368,1547299,9.91,2021-07-14,2023-11-02,CURRENT,BDG01,CLOSED
5471,2370,Personal Loan,259796855,137450543,11.01,2017-03-27,2027-10-26,CURRENT,MDN01,ACTIVE
5472,6282,Personal Loan,186620128,113504060,15.12,2018-10-24,2027-04-02,CURRENT,SMG01,ACTIVE
5473,9917,Mortgage,1894077495,46457488,6.39,2016-01-17,2025-12-08,CURRENT,MDN01,CLOSED
5474,659,Mortgage,855971620,674420385,5.88,2022-04-29,2039-05-31,CURRENT,SMG01,ACTIVE
5475,309,Personal Loan,120055809,79108434,12.3,2023-11-01,2029-09-30,CURRENT,YGY01,ACTIVE
5476,4401,Mortgage,1158619942,1044299092,5.7,2024-11-19,2032-09-29,CURRENT,SMG01,ACTIVE
5477,5516,Working Capital,1075380740,223246851,10.53,2021-06-05,2028-03-19,CURRENT,YGY01,ACTIVE
5478,4016,Personal Loan,73468799,66293559,14.01,2025-06-05,2031-11-26,CURRENT,SMG01,ACTIVE
5479,9954,Working Capital,202243834,129445701,8.52,2023-10-04,2029-05-01,SUBSTANDARD,YGY01,ACTIVE
5480,7968,Mortgage,674070101,547024105,9.67,2025-08-10,2035-02-17,DOUBTFUL,MDN01,ACTIVE
5481,3759,Mortgage,1632872581,6457333,7.37,2022-08-01,2025-12-03,CURRENT,BDG01,CLOSED
5482,3584,Personal Loan,91709949,30326677,15.09,2019-08-16,2028-07-05,CURRENT,JKT02,ACTIVE
5483,7322,Working Capital,747972849,390417194,9.49,2023-08-27,2027-07-29,CURRENT,YGY01,ACTIVE
5484,4464,Personal Loan,198349372,131064465,13.02,2017-09-26,2026-10-29,CURRENT,SMG01,ACTIVE
